,Fitness,Iteration,Restarts,Time,current_restart,max_iters
113,1.0,113,10,0.025287451997428434,0,2048
114,1.0,114,10,0.02534931499758386,0,2048
115,1.0,115,10,0.02541148899763357,0,2048
116,1.0,116,10,0.025472511999396374,0,2048
117,1.0,117,10,0.02553383600024972,0,2048
118,1.0,118,10,0.025595588998839958,0,2048
119,1.0,119,10,0.025657221998699242,0,2048
120,1.0,120,10,0.025719445999129675,0,2048
121,1.0,121,10,0.025789229999645613,0,2048
122,1.0,122,10,0.02585858299789834,0,2048
123,1.0,123,10,0.025928326998837292,0,2048
124,1.0,124,10,0.025996890999522293,0,2048
125,1.0,125,10,0.026066955000715097,0,2048
126,1.0,126,10,0.02613625899903127,0,2048
127,1.0,127,10,0.02620754300005501,0,2048
128,1.0,128,10,0.02627816699896357,0,2048
129,1.0,129,10,0.030232893997890642,0,2048
130,1.0,130,10,0.030311818998598028,0,2048
131,1.0,131,10,0.030385972997464705,0,2048
132,1.0,132,10,0.0304580169977271,0,2048
133,1.0,133,10,0.030529470997862518,0,2048
134,1.0,134,10,0.030600794998463243,0,2048
135,1.0,135,10,0.03067227800056571,0,2048
136,1.0,136,10,0.030743031999008963,0,2048
137,1.0,137,10,0.030813885998213664,0,2048
138,1.0,138,10,0.030884550000337185,0,2048
139,1.0,139,10,0.030955713998991996,0,2048
140,1.0,140,10,0.031026627999381162,0,2048
141,1.0,141,10,0.031098651998036075,0,2048
142,1.0,142,10,0.031169795998721384,0,2048
143,1.0,143,10,0.03124114000092959,0,2048
144,1.0,144,10,0.03131179399861139,0,2048
145,1.0,145,10,0.03138931799912825,0,2048
146,1.0,146,10,0.03146142200057511,0,2048
147,1.0,147,10,0.03153246600049897,0,2048
148,1.0,148,10,0.03160351999758859,0,2048
149,1.0,149,10,0.03167704400038929,0,2048
150,1.0,150,10,0.03174850799769047,0,2048
151,1.0,151,10,0.031819641997572035,0,2048
152,1.0,152,10,0.03189062599994941,0,2048
153,1.0,153,10,0.03196254000067711,0,2048
154,1.0,154,10,0.03203386300083366,0,2048
155,1.0,155,10,0.03210466699965764,0,2048
156,1.0,156,10,0.03217639099966618,0,2048
157,1.0,157,10,0.032248184998024954,0,2048
158,1.0,158,10,0.03231959899858339,0,2048
159,1.0,159,10,0.03239173299880349,0,2048
160,1.0,160,10,0.03246317699813517,0,2048
161,1.0,161,10,0.03253495099852444,0,2048
162,1.0,162,10,0.032607354998617666,0,2048
163,1.0,163,10,0.03268754899909254,0,2048
164,1.0,164,10,0.03276411399929202,0,2048
165,1.0,165,10,0.032836557998962235,0,2048
166,1.0,166,10,0.03290921200095909,0,2048
167,1.0,167,10,0.03298136599914869,0,2048
168,1.0,168,10,0.03305416999864974,0,2048
169,1.0,169,10,0.033126923997770064,0,2048
170,1.0,170,10,0.03319969799849787,0,2048
171,1.0,171,10,0.033272181997745065,0,2048
172,1.0,172,10,0.0333444360003341,0,2048
173,1.0,173,10,0.033417110000300454,0,2048
174,1.0,174,10,0.03349123400039389,0,2048
175,1.0,175,10,0.0335636780000641,0,2048
176,1.0,176,10,0.03364039200096158,0,2048
177,1.0,177,10,0.033730336999724386,0,2048
178,1.0,178,10,0.033820451997598866,0,2048
179,1.0,179,10,0.03389476599841146,0,2048
180,1.0,180,10,0.033966729999519885,0,2048
181,1.0,181,10,0.034039133999613114,0,2048
182,1.0,182,10,0.034110947999579366,0,2048
183,1.0,183,10,0.034184191998065216,0,2048
184,1.0,184,10,0.03425633599908906,0,2048
185,1.0,185,10,0.034328580000874354,0,2048
186,1.0,186,10,0.03440187399974093,0,2048
187,1.0,187,10,0.03447557799881906,0,2048
188,1.0,188,10,0.03454837199751637,0,2048
189,1.0,189,10,0.034626495998963946,0,2048
190,1.0,190,10,0.03470840099907946,0,2048
191,1.0,191,10,0.034789954999723705,0,2048
192,1.0,192,10,0.03487143999882392,0,2048
193,1.0,193,10,0.034949254000821384,0,2048
194,1.0,194,10,0.03501397799846018,0,2048
195,1.0,195,10,0.03507986099793925,0,2048
196,1.0,196,10,0.03514558499955456,0,2048
197,1.0,197,10,0.03521168799852603,0,2048
198,1.0,198,10,0.03528307200031122,0,2048
199,1.0,199,10,0.03536911699848133,0,2048
200,1.0,200,10,0.03544515099929413,0,2048
201,1.0,201,10,0.03551990499909152,0,2048
202,1.0,202,10,0.03559536999819102,0,2048
203,1.0,203,10,0.03566936399874976,0,2048
204,1.0,204,10,0.035743517997616436,0,2048
205,1.0,205,10,0.035817182000755565,0,2048
206,1.0,206,10,0.035891555999114644,0,2048
207,1.0,207,10,0.035965650000434835,0,2048
208,1.0,208,10,0.036039513997820904,0,2048
209,1.0,209,10,0.036112967998633394,0,2048
210,1.0,210,10,0.03618741199898068,0,2048
211,1.0,211,10,0.03626191600051243,0,2048
212,1.0,212,10,0.036336170000140555,0,2048
213,1.0,213,10,0.036410443997738184,0,2048
214,1.0,214,10,0.03648612899996806,0,2048
215,1.0,215,10,0.03656128299917327,0,2048
216,1.0,216,10,0.03665167799772462,0,2048
217,1.0,217,10,0.036739882998517714,0,2048
218,1.0,218,10,0.036814266997680534,0,2048
219,1.0,219,10,0.036888670998450834,0,2048
220,1.0,220,10,0.03696362499977113,0,2048
221,1.0,221,10,0.03703814899927238,0,2048
222,1.0,222,10,0.03711298299822374,0,2048
223,1.0,223,10,0.037188346999755595,0,2048
224,1.0,224,10,0.03726312099752249,0,2048
225,1.0,225,10,0.03733830499913893,0,2048
226,1.0,226,10,0.03741335999802686,0,2048
227,1.0,227,10,0.037489133999770274,0,2048
228,1.0,228,10,0.03756348800015985,0,2048
229,1.0,229,10,0.0376425520007615,0,2048
230,1.0,230,10,0.03772553700036951,0,2048
231,1.0,231,10,0.0378010610002093,0,2048
232,1.0,232,10,0.03787576499962597,0,2048
233,1.0,233,10,0.03795116900073481,0,2048
234,1.0,234,10,0.03802820299824816,0,2048
235,1.0,235,10,0.03810400799920899,0,2048
236,1.0,236,10,0.038179831997695146,0,2048
237,1.0,237,10,0.038255806000961456,0,2048
238,1.0,238,10,0.0383311000005051,0,2048
239,1.0,239,10,0.03840777399818762,0,2048
240,1.0,240,10,0.038483758999063866,0,2048
241,1.0,241,10,0.03855972299788846,0,2048
242,1.0,242,10,0.03863989700039383,0,2048
243,1.0,243,10,0.0387236419992405,0,2048
244,1.0,244,10,0.03880609599946183,0,2048
245,1.0,245,10,0.03888154000014765,0,2048
246,1.0,246,10,0.038956464999500895,0,2048
247,1.0,247,10,0.03903235899997526,0,2048
248,1.0,248,10,0.03910871299740393,0,2048
249,1.0,249,10,0.03918584699931671,0,2048
250,1.0,250,10,0.03926172099818359,0,2048
251,1.0,251,10,0.039344885997707024,0,2048
252,1.0,252,10,0.039423999998689396,0,2048
253,1.0,253,10,0.039500834998762,0,2048
254,1.0,254,10,0.03957718899982865,0,2048
255,1.0,255,10,0.03965358300047228,0,2048
256,1.0,256,10,0.039729976997477934,0,2048
257,1.0,257,10,0.04490586199972313,0,2048
258,1.0,258,10,0.044993027000600705,0,2048
259,1.0,259,10,0.04507495099824155,0,2048
260,1.0,260,10,0.04515435599751072,0,2048
261,1.0,261,10,0.04523396999866236,0,2048
262,1.0,262,10,0.04531233499801601,0,2048
263,1.0,263,10,0.04539002899764455,0,2048
264,1.0,264,10,0.0454676829976961,0,2048
265,1.0,265,10,0.04554619699774776,0,2048
266,1.0,266,10,0.04563280200090958,0,2048
267,1.0,267,10,0.04572988799918676,0,2048
268,1.0,268,10,0.045822803000191925,0,2048
269,1.0,269,10,0.0459017369976209,0,2048
270,1.0,270,10,0.04598230099873035,0,2048
271,1.0,271,10,0.04606158599926857,0,2048
272,1.0,272,10,0.04613935999805108,0,2048
273,1.0,273,10,0.04621763400064083,0,2048
274,1.0,274,10,0.046294888998090755,0,2048
275,1.0,275,10,0.04637233299945365,0,2048
276,1.0,276,10,0.04644987699794001,0,2048
277,1.0,277,10,0.046528381997632096,0,2048
278,1.0,278,10,0.04660905600030674,0,2048
279,1.0,279,10,0.046696351000719005,0,2048
280,1.0,280,10,0.046783355999650666,0,2048
281,1.0,281,10,0.04687080000076094,0,2048
282,1.0,282,10,0.04695439499846543,0,2048
283,1.0,283,10,0.047024868999869796,0,2048
284,1.0,284,10,0.047095193000131985,0,2048
285,1.0,285,10,0.047165207000944065,0,2048
286,1.0,286,10,0.04723562000071979,0,2048
287,1.0,287,10,0.047306294000009075,0,2048
288,1.0,288,10,0.04738256899872795,0,2048
289,1.0,289,10,0.04745802300021751,0,2048
290,1.0,290,10,0.04753715699916938,0,2048
291,1.0,291,10,0.0476165010004479,0,2048
292,1.0,292,10,0.047694966000563,0,2048
293,1.0,293,10,0.04777366000053007,0,2048
294,1.0,294,10,0.04785261399956653,0,2048
295,1.0,295,10,0.04793149900069693,0,2048
296,1.0,296,10,0.04800941299981787,0,2048
297,1.0,297,10,0.04808884699741611,0,2048
298,1.0,298,10,0.048167942000873154,0,2048
299,1.0,299,10,0.04824792599902139,0,2048
300,1.0,300,10,0.04832709100082866,0,2048
301,1.0,301,10,0.04840703499939991,0,2048
302,1.0,302,10,0.04848652899818262,0,2048
303,1.0,303,10,0.0485662040009629,0,2048
304,1.0,304,10,0.04865240800063475,0,2048
305,1.0,305,10,0.0487413730006665,0,2048
306,1.0,306,10,0.04883017799875233,0,2048
307,1.0,307,10,0.04891934300030698,0,2048
308,1.0,308,10,0.04900873799851979,0,2048
309,1.0,309,10,0.049094203001004644,0,2048
310,1.0,310,10,0.04916696700092871,0,2048
311,1.0,311,10,0.04923874099768,0,2048
312,1.0,312,10,0.049309784997603856,0,2048
313,1.0,313,10,0.04938210899854312,0,2048
314,1.0,314,10,0.049453882998932386,0,2048
315,1.0,315,10,0.04952613699788344,0,2048
316,1.0,316,10,0.049605170999711845,0,2048
317,1.0,317,10,0.04968554500010214,0,2048
318,1.0,318,10,0.04976574999818695,0,2048
319,1.0,319,10,0.04984621399853495,0,2048
320,1.0,320,10,0.04992634899826953,0,2048
321,1.0,321,10,0.05000763299904065,0,2048
322,1.0,322,10,0.05008916799852159,0,2048
323,1.0,323,10,0.050169991998700425,0,2048
324,1.0,324,10,0.050250865999259986,0,2048
325,1.0,325,10,0.050331590999121545,0,2048
326,1.0,326,10,0.050412345000950154,0,2048
327,1.0,327,10,0.050493909999204334,0,2048
328,1.0,328,10,0.05057470400060993,0,2048
329,1.0,329,10,0.05066300899852649,0,2048
330,1.0,330,10,0.05075767399830511,0,2048
331,1.0,331,10,0.05084855899985996,0,2048
332,1.0,332,10,0.050938503998622764,0,2048
333,1.0,333,10,0.051029358997766394,0,2048
334,1.0,334,10,0.05111847399894032,0,2048
335,1.0,335,10,0.051191488000768004,0,2048
336,1.0,336,10,0.05126446199938073,0,2048
337,1.0,337,10,0.05134217699742294,0,2048
338,1.0,338,10,0.05141660099980072,0,2048
339,1.0,339,10,0.051498454999091337,0,2048
340,1.0,340,10,0.05158008999933372,0,2048
341,1.0,341,10,0.051662123998539755,0,2048
342,1.0,342,10,0.05174334899857058,0,2048
343,1.0,343,10,0.05182481299925712,0,2048
344,1.0,344,10,0.051906537999457214,0,2048
345,1.0,345,10,0.051988462000736035,0,2048
346,1.0,346,10,0.052070036999793956,0,2048
347,1.0,347,10,0.05215157099883072,0,2048
348,1.0,348,10,0.052233705999242375,0,2048
349,1.0,349,10,0.05231620999984443,0,2048
350,1.0,350,10,0.05239783499928308,0,2048
351,1.0,351,10,0.0524797789985314,0,2048
352,1.0,352,10,0.052561614000296686,0,2048
353,1.0,353,10,0.05265105899889022,0,2048
354,1.0,354,10,0.052742484000191325,0,2048
355,1.0,355,10,0.05283481899823528,0,2048
356,1.0,356,10,0.0529264439974213,0,2048
357,1.0,357,10,0.053017948997876374,0,2048
358,1.0,358,10,0.05310242300038226,0,2048
359,1.0,359,10,0.05317617800028529,0,2048
360,1.0,360,10,0.05324970199944801,0,2048
361,1.0,361,10,0.05332342600013362,0,2048
362,1.0,362,10,0.05339681999976165,0,2048
363,1.0,363,10,0.05347075399913592,0,2048
364,1.0,364,10,0.05354435799745261,0,2048
365,1.0,365,10,0.05362401199818123,0,2048
366,1.0,366,10,0.053698135998274665,0,2048
367,1.0,367,10,0.053772209997987375,0,2048
368,1.0,368,10,0.05384586400032276,0,2048
369,1.0,369,10,0.0539200079983857,0,2048
370,1.0,370,10,0.0539941130009538,0,2048
371,1.0,371,10,0.054069156998593826,0,2048
372,1.0,372,10,0.05414316099995631,0,2048
373,1.0,373,10,0.054217515000345884,0,2048
374,1.0,374,10,0.05429187899790122,0,2048
375,1.0,375,10,0.05436607299998286,0,2048
376,1.0,376,10,0.05444045699914568,0,2048
377,1.0,377,10,0.05451633099801256,0,2048
378,1.0,378,10,0.05459103499742923,0,2048
379,1.0,379,10,0.05466639999940526,0,2048
380,1.0,380,10,0.05474106399924494,0,2048
381,1.0,381,10,0.05481596800018451,0,2048
382,1.0,382,10,0.05489089199909358,0,2048
383,1.0,383,10,0.05496652600049856,0,2048
384,1.0,384,10,0.055041469997377135,0,2048
385,1.0,385,10,0.05511725399992429,0,2048
386,1.0,386,10,0.05519229899800848,0,2048
387,1.0,387,10,0.05526800299776369,0,2048
388,1.0,388,10,0.05535432699980447,0,2048
389,1.0,389,10,0.055432932000258006,0,2048
390,1.0,390,10,0.05551849599942216,0,2048
391,1.0,391,10,0.05560210099793039,0,2048
392,1.0,392,10,0.055686735999188386,0,2048
393,1.0,393,10,0.05577088999780244,0,2048
394,1.0,394,10,0.05585391500062542,0,2048
395,1.0,395,10,0.05595085000095423,0,2048
396,1.0,396,10,0.056040784998913296,0,2048
397,1.0,397,10,0.05612543999814079,0,2048
398,1.0,398,10,0.05620908499986399,0,2048
399,1.0,399,10,0.05629299899737816,0,2048
400,1.0,400,10,0.05637695399855147,0,2048
401,1.0,401,10,0.056465458997990936,0,2048
402,1.0,402,10,0.056556624000222655,0,2048
403,1.0,403,10,0.056658828998479294,0,2048
404,1.0,404,10,0.056763534998026444,0,2048
405,1.0,405,10,0.05684886000017286,0,2048
406,1.0,406,10,0.056934733998787124,0,2048
407,1.0,407,10,0.057019848998606903,0,2048
408,1.0,408,10,0.05710437399829971,0,2048
409,1.0,409,10,0.057194909000827465,0,2048
410,1.0,410,10,0.057279832999483915,0,2048
411,1.0,411,10,0.05736489799892297,0,2048
412,1.0,412,10,0.05744999300077325,0,2048
413,1.0,413,10,0.057535897998604923,0,2048
414,1.0,414,10,0.05762060199776897,0,2048
415,1.0,415,10,0.0577064370008884,0,2048
416,1.0,416,10,0.057791061997704674,0,2048
417,1.0,417,10,0.05788389699955587,0,2048
418,1.0,418,10,0.05797920199984219,0,2048
419,1.0,419,10,0.058069476999662584,0,2048
420,1.0,420,10,0.05815536199952476,0,2048
421,1.0,421,10,0.058240985999873374,0,2048
422,1.0,422,10,0.05832670100062387,0,2048
423,1.0,423,10,0.05841267600044375,0,2048
424,1.0,424,10,0.05850317099975655,0,2048
425,1.0,425,10,0.05859195599987288,0,2048
426,1.0,426,10,0.058679110999946715,0,2048
427,1.0,427,10,0.058765484998730244,0,2048
428,1.0,428,10,0.05885168999884627,0,2048
429,1.0,429,10,0.05893852499866625,0,2048
430,1.0,430,10,0.059023980000347365,0,2048
431,1.0,431,10,0.05911020399798872,0,2048
432,1.0,432,10,0.059197678998316405,0,2048
433,1.0,433,10,0.059284253999067005,0,2048
434,1.0,434,10,0.05938183900070726,0,2048
435,1.0,435,10,0.05951384599757148,0,2048
436,1.0,436,10,0.059603290999802994,0,2048
437,1.0,437,10,0.059690395999496104,0,2048
438,1.0,438,10,0.05977638100011973,0,2048
439,1.0,439,10,0.05986338599905139,0,2048
440,1.0,440,10,0.059949629998300225,0,2048
441,1.0,441,10,0.06003671500002383,0,2048
442,1.0,442,10,0.06012366999857477,0,2048
443,1.0,443,10,0.060211044998141006,0,2048
444,1.0,444,10,0.06029832000058377,0,2048
445,1.0,445,10,0.06038560399974813,0,2048
446,1.0,446,10,0.060472589000710286,0,2048
447,1.0,447,10,0.06055986399951507,0,2048
448,1.0,448,10,0.06065442899853224,0,2048
449,1.0,449,10,0.06075207499816315,0,2048
450,1.0,450,10,0.06084926000039559,0,2048
451,1.0,451,10,0.0609382349975931,0,2048
452,1.0,452,10,0.06101709900030983,0,2048
453,1.0,453,10,0.061095313998521306,0,2048
454,1.0,454,10,0.061173777998192236,0,2048
455,1.0,455,10,0.06125227200027439,0,2048
456,1.0,456,10,0.06133031599893002,0,2048
457,1.0,457,10,0.0614088010006526,0,2048
458,1.0,458,10,0.061487284998293035,0,2048
459,1.0,459,10,0.061566369000502164,0,2048
460,1.0,460,10,0.061644803998206044,0,2048
461,1.0,461,10,0.0617230979987653,0,2048
462,1.0,462,10,0.061801452000509016,0,2048
463,1.0,463,10,0.0618813869987207,0,2048
464,1.0,464,10,0.06195967099847621,0,2048
465,1.0,465,10,0.06203870500030462,0,2048
466,1.0,466,10,0.06211672999779694,0,2048
467,1.0,467,10,0.06219544399937149,0,2048
468,1.0,468,10,0.062274137999338564,0,2048
469,1.0,469,10,0.06235275300059584,0,2048
470,1.0,470,10,0.062431987000309164,0,2048
471,1.0,471,10,0.06251097099811886,0,2048
472,1.0,472,10,0.06258924599751481,0,2048
473,1.0,473,10,0.06266821999815875,0,2048
474,1.0,474,10,0.06274670399943716,0,2048
475,1.0,475,10,0.06282597899917164,0,2048
476,1.0,476,10,0.06290472299951944,0,2048
477,1.0,477,10,0.06298383800094598,0,2048
478,1.0,478,10,0.06306272199799423,0,2048
479,1.0,479,10,0.06314197599931504,0,2048
480,1.0,480,10,0.06322113100031856,0,2048
481,1.0,481,10,0.06330079499821295,0,2048
482,1.0,482,10,0.06338666000010562,0,2048
483,1.0,483,10,0.06347255400032736,0,2048
484,1.0,484,10,0.06356104899896309,0,2048
485,1.0,485,10,0.06364990399742965,0,2048
486,1.0,486,10,0.06373781900038011,0,2048
487,1.0,487,10,0.06382582399965031,0,2048
488,1.0,488,10,0.06391465900014737,0,2048
489,1.0,489,10,0.06400390400085598,0,2048
490,1.0,490,10,0.06409275899932254,0,2048
491,1.0,491,10,0.06418260400096187,0,2048
492,1.0,492,10,0.06427107799754594,0,2048
493,1.0,493,10,0.06436051299897372,0,2048
494,1.0,494,10,0.06444947799900547,0,2048
495,1.0,495,10,0.06453824299751432,0,2048
496,1.0,496,10,0.06463307800004259,0,2048
497,1.0,497,10,0.06474424399857526,0,2048
498,1.0,498,10,0.06483606999972835,0,2048
499,1.0,499,10,0.06492592399808927,0,2048
500,1.0,500,10,0.06501462899905164,0,2048
501,1.0,501,10,0.06510489399806829,0,2048
502,1.0,502,10,0.06519473899970762,0,2048
503,1.0,503,10,0.06528402399999322,0,2048
504,1.0,504,10,0.06537373899845988,0,2048
505,1.0,505,10,0.06546432399773039,0,2048
506,1.0,506,10,0.06555434899928514,0,2048
507,1.0,507,10,0.06565125400084071,0,2048
508,1.0,508,10,0.06575202000021818,0,2048
509,1.0,509,10,0.06585278499915148,0,2048
510,1.0,510,10,0.06594594099806272,0,2048
511,1.0,511,10,0.06602725499760709,0,2048
512,1.0,512,10,0.06610822999937227,0,2048
513,1.0,513,10,0.07383002499773283,0,2048
514,1.0,514,10,0.07393167999907746,0,2048
515,1.0,515,10,0.07402643599925796,0,2048
516,1.0,516,10,0.0741191710003477,0,2048
517,1.0,517,10,0.07421099599741865,0,2048
518,1.0,518,10,0.0743023009999888,0,2048
519,1.0,519,10,0.07439487599913264,0,2048
520,1.0,520,10,0.07448662100068759,0,2048
521,1.0,521,10,0.0745791659974202,0,2048
522,1.0,522,10,0.07467104099850985,0,2048
523,1.0,523,10,0.07476240599862649,0,2048
524,1.0,524,10,0.07485359099882771,0,2048
525,1.0,525,10,0.07494524600042496,0,2048
526,1.0,526,10,0.07503680099762278,0,2048
527,1.0,527,10,0.07512988599773962,0,2048
528,1.0,528,10,0.07522184099798324,0,2048
529,1.0,529,10,0.07531408599970746,0,2048
530,1.0,530,10,0.07541388199751964,0,2048
531,1.0,531,10,0.07550636700034374,0,2048
532,1.0,532,10,0.07559873200079892,0,2048
533,1.0,533,10,0.07569045700074639,0,2048
534,1.0,534,10,0.0757814819990017,0,2048
535,1.0,535,10,0.07587392699861084,0,2048
536,1.0,536,10,0.07596573199771228,0,2048
537,1.0,537,10,0.07605814699854818,0,2048
538,1.0,538,10,0.07614961199942627,0,2048
539,1.0,539,10,0.07624151699928916,0,2048
540,1.0,540,10,0.07633376299781958,0,2048
541,1.0,541,10,0.0764260279975133,0,2048
542,1.0,542,10,0.07651783300025272,0,2048
543,1.0,543,10,0.07661282799745095,0,2048
544,1.0,544,10,0.07671468400076265,0,2048
545,1.0,545,10,0.07681747899914626,0,2048
546,1.0,546,10,0.0769187250007235,0,2048
547,1.0,547,10,0.07700133899925277,0,2048
548,1.0,548,10,0.07708413399814162,0,2048
549,1.0,549,10,0.07716655799958971,0,2048
550,1.0,550,10,0.07724955300000147,0,2048
551,1.0,551,10,0.07733300800100551,0,2048
552,1.0,552,10,0.0774164419999579,0,2048
553,1.0,553,10,0.0774996670006658,0,2048
554,1.0,554,10,0.07758260099944891,0,2048
555,1.0,555,10,0.07766549599909922,0,2048
556,1.0,556,10,0.0777482899975439,0,2048
557,1.0,557,10,0.07783192499846336,0,2048
558,1.0,558,10,0.07791509999879054,0,2048
559,1.0,559,10,0.07799865400011186,0,2048
560,1.0,560,10,0.07808184899840853,0,2048
561,1.0,561,10,0.07816527300019516,0,2048
562,1.0,562,10,0.0782480880006915,0,2048
563,10.0,563,10,0.07833159299843828,1,2048
564,7.0,564,10,0.0861155710008461,1,2048
565,7.0,565,10,0.08637507499952335,1,2048
566,7.0,566,10,0.08651700299742515,1,2048
567,7.0,567,10,0.09418707599979825,1,2048
568,7.0,568,10,0.09429003100012778,1,2048
569,6.0,569,10,0.10201513699939824,1,2048
570,6.0,570,10,0.10211983199769747,1,2048
571,4.0,571,10,0.10225813999932143,1,2048
572,4.0,572,10,0.10235525499956566,1,2048
573,3.0,573,10,0.11013651399844093,1,2048
574,3.0,574,10,0.11024014899885515,1,2048
575,3.0,575,10,0.11037595699963276,1,2048
576,3.0,576,10,0.11047115199835389,1,2048
577,3.0,577,10,0.1105657070002053,1,2048
578,3.0,578,10,0.11068110400083242,1,2048
579,3.0,579,10,0.11078644000008353,1,2048
