,Fitness,Iteration,Mutation Rate,Population Size,State,Time,max_iters
0,3122.834047054343,0,0.2,50,"[19, 16, 3, 13, 18, 15, 10, 4, 2, 17, 6, 7, 1, 14, 0, 21, 20, 9, 8, 12, 11, 5]",0.0034978540024894755,2048
1,2381.756695880048,2,0.2,50,"[2, 6, 14, 17, 3, 19, 12, 11, 15, 9, 8, 7, 0, 21, 4, 18, 1, 13, 5, 16, 20, 10]",0.020986413001082838,2048
2,2305.582622527606,4,0.2,50,"[17, 0, 3, 2, 5, 10, 11, 8, 6, 14, 19, 12, 15, 9, 7, 1, 21, 4, 18, 13, 16, 20]",0.04160645600131829,2048
3,2235.7149616043707,8,0.2,50,"[2, 6, 14, 17, 3, 19, 12, 11, 15, 0, 10, 8, 20, 5, 4, 13, 16, 1, 9, 7, 18, 21]",0.07856605800043326,2048
4,2004.8862943326783,16,0.2,50,"[3, 2, 5, 17, 0, 6, 11, 10, 8, 1, 16, 19, 12, 18, 20, 13, 4, 21, 14, 9, 15, 7]",0.14697035300196148,2048
5,1939.9210144179228,32,0.2,50,"[3, 17, 0, 2, 5, 13, 10, 6, 11, 8, 1, 16, 19, 12, 18, 20, 4, 21, 14, 9, 7, 15]",0.27731054200194194,2048
6,1451.9941755248733,64,0.2,50,"[0, 17, 3, 2, 14, 16, 6, 10, 9, 11, 8, 1, 13, 5, 20, 19, 12, 18, 4, 21, 7, 15]",0.5294497700015199,2048
7,1275.944117207014,128,0.2,50,"[15, 3, 12, 17, 18, 14, 16, 2, 6, 10, 9, 11, 8, 1, 13, 5, 20, 19, 21, 4, 7, 0]",1.0292185800026346,2048
8,1239.0823153480214,256,0.2,50,"[0, 15, 3, 12, 17, 18, 16, 14, 2, 6, 10, 9, 8, 11, 1, 13, 5, 20, 4, 21, 19, 7]",2.0190344950024155,2048
9,1239.0823153480214,512,0.2,50,"[0, 15, 3, 12, 17, 18, 16, 14, 2, 6, 10, 9, 8, 11, 1, 13, 5, 20, 4, 21, 19, 7]",3.981640377001895,2048
10,1239.0823153480214,1024,0.2,50,"[0, 15, 3, 12, 17, 18, 16, 14, 2, 6, 10, 9, 8, 11, 1, 13, 5, 20, 4, 21, 19, 7]",5.5871066830004565,2048
11,1239.0823153480214,2048,0.2,50,"[0, 15, 3, 12, 17, 18, 16, 14, 2, 6, 10, 9, 8, 11, 1, 13, 5, 20, 4, 21, 19, 7]",5.5871066830004565,2048
12,3122.834047054343,0,0.3,50,"[19, 16, 3, 13, 18, 15, 10, 4, 2, 17, 6, 7, 1, 14, 0, 21, 20, 9, 8, 12, 11, 5]",0.0034988219995284453,2048
