,Fitness,Iteration,Keep Percent,Population Size,State,Time,max_iters,use_fast_mimic
0,17.0,0,0.01,50,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",0.026050270000268938,2048,False
1,13.0,2,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",0.33123631499984185,2048,False
2,13.0,4,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",0.6461984870002198,2048,False
3,13.0,8,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",1.270345904998976,2048,False
4,13.0,16,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",2.510610137000185,2048,False
5,13.0,32,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",5.009129711001151,2048,False
6,13.0,64,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",9.974025236999296,2048,False
7,13.0,128,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",19.8905274380013,2048,False
8,13.0,256,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",39.56596963699849,2048,False
9,13.0,512,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",77.3267381509977,2048,False
10,13.0,1024,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",77.3267381509977,2048,False
11,13.0,2048,0.01,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",77.3267381509977,2048,False
12,17.0,0,0.02,50,"[5, 11, 12, 8, 9, 11, 5, 15, 0, 16, 1, 12, 7, 13, 6, 18, 5, 18, 11, 10]",0.02670205799950054,2048,False
13,13.0,2,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",0.3296442780010693,2048,False
14,13.0,4,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",0.6506147239997517,2048,False
15,13.0,8,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",1.2787245420004183,2048,False
16,13.0,16,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",2.527298918001179,2048,False
17,13.0,32,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",5.017619709000428,2048,False
18,13.0,64,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",9.95789415499894,2048,False
19,13.0,128,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",19.894928657999117,2048,False
20,13.0,256,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",39.67918769199969,2048,False
21,13.0,512,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",77.6726992010008,2048,False
22,13.0,1024,0.02,50,"[5.0, 16.0, 0.0, 11.0, 12.0, 11.0, 3.0, 12.0, 15.0, 19.0, 13.0, 1.0, 4.0, 7.0, 3.0, 2.0, 2.0, 10.0, 14.0, 18.0]",77.6726992010008,2048,False
