,Fitness,Iteration,Restarts,State,Time,current_restart,max_iters
0,3122.834047054343,0,10,"[19, 16, 3, 13, 18, 15, 10, 4, 2, 17, 6, 7, 1, 14, 0, 21, 20, 9, 8, 12, 11, 5]",0.00015695299953222275,0,2048
1,2839.834026359978,2,10,"[19, 16, 13, 3, 18, 15, 10, 4, 2, 17, 6, 7, 1, 14, 0, 21, 11, 9, 8, 12, 20, 5]",0.0006992159978835844,0,2048
2,2839.834026359978,4,10,"[19, 16, 13, 3, 18, 15, 10, 4, 2, 17, 6, 7, 1, 14, 0, 21, 11, 9, 8, 12, 20, 5]",0.003755526999157155,0,2048
3,2582.307565238037,8,10,"[19, 16, 13, 18, 3, 15, 0, 4, 2, 17, 6, 7, 11, 14, 10, 21, 1, 9, 8, 12, 20, 5]",0.0069769420006196015,0,2048
4,2224.773761441435,16,10,"[19, 16, 13, 18, 17, 15, 0, 12, 2, 3, 6, 7, 11, 1, 10, 21, 14, 9, 8, 4, 20, 5]",0.010629866999806836,0,2048
5,2066.9051305259745,32,10,"[19, 21, 13, 18, 17, 15, 0, 12, 16, 3, 6, 7, 11, 1, 10, 2, 14, 9, 8, 4, 20, 5]",0.01514252199922339,0,2048
6,1500.750023140646,64,10,"[19, 21, 4, 18, 17, 15, 0, 7, 12, 3, 6, 16, 11, 8, 14, 2, 9, 10, 1, 13, 20, 5]",0.021855388000403764,0,2048
7,1460.017644688108,128,10,"[19, 21, 4, 18, 17, 15, 0, 7, 6, 3, 12, 16, 11, 8, 14, 2, 9, 10, 1, 13, 20, 5]",0.03191720199902193,0,2048
8,1446.5278974203948,256,10,"[19, 21, 4, 18, 17, 15, 0, 7, 6, 3, 12, 14, 11, 8, 16, 2, 10, 9, 1, 13, 20, 5]",0.04952826099906815,0,2048
9,1321.3662004995294,512,10,"[19, 21, 4, 18, 17, 15, 0, 7, 2, 14, 12, 3, 8, 11, 9, 10, 6, 16, 1, 13, 5, 20]",0.08464277700113598,0,2048
10,1310.839951065267,1024,10,"[19, 21, 4, 18, 17, 15, 0, 7, 2, 14, 12, 3, 11, 8, 9, 10, 6, 16, 1, 13, 5, 20]",0.15957985899876803,0,2048
11,1310.839951065267,2048,10,"[19, 21, 4, 18, 17, 15, 0, 7, 2, 14, 12, 3, 11, 8, 9, 10, 6, 16, 1, 13, 5, 20]",0.21094553299917607,0,2048
12,3158.6585086297273,0,10,"[17, 11, 16, 1, 2, 4, 19, 14, 21, 5, 15, 18, 10, 8, 13, 0, 20, 6, 3, 7, 12, 9]",0.22636755200073821,1,2048
13,2962.286796070418,2,10,"[17, 11, 16, 1, 2, 4, 19, 14, 21, 5, 3, 18, 10, 8, 13, 0, 20, 6, 15, 7, 12, 9]",0.22697861599954194,1,2048
14,2753.116769359277,4,10,"[17, 11, 16, 1, 2, 4, 0, 14, 21, 5, 9, 18, 10, 8, 13, 19, 20, 6, 15, 7, 12, 3]",0.2422302810009569,1,2048
15,2584.8365717297675,8,10,"[17, 11, 16, 1, 2, 4, 0, 14, 21, 5, 9, 10, 13, 8, 18, 19, 20, 6, 15, 7, 3, 12]",0.2578759639982309,1,2048
16,2449.0009764499036,16,10,"[17, 11, 16, 1, 2, 4, 6, 14, 21, 5, 9, 10, 13, 8, 18, 19, 20, 0, 15, 7, 3, 12]",0.27400373899945407,1,2048
17,2095.822599387512,32,10,"[17, 13, 16, 1, 2, 0, 6, 14, 21, 5, 9, 10, 11, 8, 18, 19, 20, 4, 15, 7, 3, 12]",0.29188684499968076,1,2048
18,1999.5616698523254,64,10,"[17, 21, 13, 1, 2, 0, 6, 14, 4, 18, 9, 10, 11, 8, 5, 19, 20, 16, 15, 7, 3, 12]",0.31247061300018686,1,2048
19,1866.2968887846937,128,10,"[18, 4, 13, 5, 2, 0, 6, 14, 21, 16, 10, 9, 11, 8, 1, 20, 19, 17, 15, 7, 3, 12]",0.33909146199948736,1,2048
20,1554.930675598235,256,10,"[18, 19, 20, 5, 13, 6, 16, 2, 14, 7, 10, 9, 11, 8, 1, 21, 4, 17, 15, 0, 3, 12]",0.3808600230004231,1,2048
21,1399.1691714361245,512,10,"[18, 21, 20, 5, 13, 1, 16, 14, 2, 7, 10, 9, 6, 8, 11, 19, 4, 17, 15, 0, 3, 12]",0.4449009220006701,1,2048
22,1393.837583422739,1024,10,"[18, 4, 20, 5, 13, 1, 16, 14, 2, 7, 6, 9, 10, 8, 11, 19, 21, 17, 15, 0, 3, 12]",0.5630134069979249,1,2048
23,1381.9807150302827,2048,10,"[18, 4, 20, 5, 13, 1, 16, 14, 2, 7, 6, 10, 9, 8, 11, 19, 21, 17, 15, 0, 3, 12]",0.7053040149985463,1,2048
24,3674.246965016934,0,10,"[7, 18, 8, 3, 19, 6, 16, 2, 21, 11, 0, 5, 1, 14, 20, 15, 13, 12, 10, 17, 9, 4]",0.7336435939978401,2,2048
25,3224.2026804376997,2,10,"[7, 18, 0, 15, 19, 6, 16, 2, 21, 11, 8, 5, 1, 14, 20, 3, 13, 12, 10, 17, 9, 4]",0.7344735029982985,2,2048
26,2746.0664356571538,4,10,"[7, 9, 0, 15, 19, 6, 16, 2, 21, 11, 8, 5, 1, 14, 20, 3, 13, 12, 10, 17, 18, 4]",0.764177742999891,2,2048
27,2558.1273130250147,8,10,"[7, 9, 0, 15, 19, 6, 16, 2, 21, 11, 8, 5, 1, 14, 20, 3, 13, 12, 4, 17, 18, 10]",0.7948136849990988,2,2048
28,2395.4811430448017,16,10,"[7, 9, 0, 15, 19, 14, 3, 2, 21, 11, 8, 5, 1, 6, 20, 16, 13, 12, 4, 18, 17, 10]",0.8260332210011256,2,2048
29,2058.987794693543,32,10,"[20, 19, 0, 15, 9, 14, 3, 2, 10, 11, 8, 5, 1, 6, 7, 16, 13, 12, 4, 18, 17, 21]",0.8597624149988405,2,2048
30,1871.7723486546536,64,10,"[18, 19, 0, 15, 6, 3, 14, 2, 9, 11, 8, 5, 16, 7, 10, 1, 13, 21, 4, 20, 17, 12]",0.8974536509995232,2,2048
31,1563.2247880151156,128,10,"[18, 17, 15, 0, 7, 3, 14, 2, 9, 11, 8, 5, 16, 6, 10, 1, 13, 20, 4, 19, 21, 12]",0.9434172399996896,2,2048
32,1475.7925600102838,256,10,"[18, 12, 15, 0, 7, 3, 14, 6, 9, 10, 8, 13, 16, 2, 11, 1, 5, 20, 4, 21, 19, 17]",1.005981623999105,2,2048
